Propuesta,Link,Empresa,Fecha
QA Architect,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-qa-architect-en-montevideo-659068FB67ABC953,BairesDev,17 mayo
QA Manual SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-qa-manual-ssr-o-sr-en-salto-FE0A7A3B7365A168,BairesDev,17 mayo
Python Technical Project Manager,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-python-technical-project-manager-en-montevideo-1487D0B287B2D62D,BairesDev,17 mayo
Python Tech Lead,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-python-tech-lead-en-salto-B3250B1AD1BF4E24,BairesDev,17 mayo
Python Architect,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-python-architect-en-montevideo-304AB9AE52F0A7BF,BairesDev,17 mayo
Python SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-python-ssr-o-sr-en-salto-9657B3E4A01E415D,BairesDev,17 mayo
PHP Technical Project Manager,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-php-technical-project-manager-en-montevideo-072E1434C755FEF9,BairesDev,17 mayo
PHP Tech Lead,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-php-tech-lead-en-salto-9195F7907FF7AD6C,BairesDev,17 mayo
PHP Architect,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-php-architect-en-montevideo-9D8DB456D0CE64AA,BairesDev,17 mayo
PHP SSr o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-php-ssr-o-sr-en-salto-C92F0F37B7E1D819,BairesDev,17 mayo
"Oracle con CPQ, SaaS u ODI SSR o SR",https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-oracle-con-cpq-saas-u-odi-ssr-o-sr-en-montevideo-ED6D16F6FD123414,BairesDev,17 mayo
Node Technical Project Manager,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-node-technical-project-manager-en-montevideo-E541669F7AB74483,BairesDev,17 mayo
Node Tech Lead,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-node-tech-lead-en-salto-3368520655BC316A,BairesDev,17 mayo
Node Architect,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-node-architect-en-montevideo-8D7A0501B27A9EEE,BairesDev,17 mayo
Node SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-node-ssr-o-sr-en-salto-168DDBC828B1B453,BairesDev,17 mayo
MySQL SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-mysql-ssr-o-sr-en-montevideo-2E0295F482F71BAE,BairesDev,17 mayo
Magento 2,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-magento-2-en-salto-EDBA504F1B473EBC,BairesDev,17 mayo
Machine Learning SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-machine-learning-ssr-o-sr-en-salto-F2456E7464506555,BairesDev,17 mayo
Java con AEM SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-java-con-aem-ssr-o-sr-en-salto-FB160A57EFABA999,BairesDev,17 mayo
Java Technical Project Manager,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-java-technical-project-manager-en-montevideo-40C8B891837A1976,BairesDev,17 mayo
Java Tech Lead,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-java-tech-lead-en-salto-50DAC44754A7F3CC,BairesDev,17 mayo
Java Architect,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-java-architect-en-montevideo-1B0AA61775947ABB,BairesDev,17 mayo
Java SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-java-ssr-o-sr-en-salto-1DC63315714EA7E0,BairesDev,17 mayo
iOS Technical Project Manager,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-ios-technical-project-manager-en-montevideo-A30BD664E4401D12,BairesDev,17 mayo
iOS Tech Lead,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-ios-tech-lead-en-salto-44F0C37A8C6B82C8,BairesDev,17 mayo
iOS Architect,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-ios-architect-en-montevideo-A03DE7A7AF48A161,BairesDev,17 mayo
iOS SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-ios-ssr-o-sr-en-salto-728DFC8148348F6E,BairesDev,17 mayo
Ionic Developer SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-ionic-developer-ssr-o-sr-en-salto-3C5F5C350D36EDC7,BairesDev,17 mayo
Grails Groovy SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-grails-groovy-ssr-o-sr-en-montevideo-00D1198E454CC7C1,BairesDev,17 mayo
Golang Technical Project Manager,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-golang-technical-project-manager-en-montevideo-39F135900B7602C5,BairesDev,17 mayo
Golang Tech Lead,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-golang-tech-lead-en-salto-925ED33998EBDA8A,BairesDev,17 mayo
Golang Architect,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-golang-architect-en-montevideo-0362B8EAB030B27E,BairesDev,17 mayo
Golang SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-golang-ssr-o-sr-en-salto-C18159686782F59F,BairesDev,17 mayo
FrontEnd con Adobe CS and Sketch SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-frontend-con-adobe-cs-and-sketch-ssr-o-sr-en-salto-8C182C4D5A996770,BairesDev,17 mayo
Frontend Technical Project Manager,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-frontend-technical-project-manager-en-montevideo-92E632FE8F7C89C4,BairesDev,17 mayo
Frontend Tech Lead,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-frontend-tech-lead-en-salto-DE317D572C9F47EB,BairesDev,17 mayo
Frontend Architect,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-frontend-architect-en-montevideo-51427F513BE804C0,BairesDev,17 mayo
Frontend SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-frontend-ssr-o-sr-en-salto-95055EE01917124B,BairesDev,17 mayo
Erlang SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-erlang-ssr-o-sr-en-montevideo-C0DCA66E1B2BAA20,BairesDev,17 mayo
Email Marketing Developer,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-email-marketing-developer-en-montevideo-BF0EC12245495FD8,BairesDev,17 mayo
Drupal SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-drupal-ssr-o-sr-en-montevideo-0FB3EB2304F8C54E,BairesDev,17 mayo
DevOPs Techical Project Manager,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-devops-techical-project-manager-en-montevideo-723B1EACB74B474C,BairesDev,17 mayo
DevOPs Tech Lead,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-devops-tech-lead-en-salto-ABAF9EE93800B606,BairesDev,17 mayo
DevOPs Architect,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-devops-architect-en-montevideo-97517F311B77EAE2,BairesDev,17 mayo
DevOPs SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-devops-ssr-o-sr-en-salto-8B7DEBBA1C553904,BairesDev,17 mayo
DBA SQL,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-dba-sql-en-salto-AF227868DFF75C00,BairesDev,17 mayo
Data Scientist Technical Project Manager,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-data-scientist-technical-project-manager-en-montevideo-4D2C85A2395BDB7C,BairesDev,17 mayo
Data Scientist Tech Lead,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-data-scientist-tech-lead-en-salto-0D91CA35A74A5D6B,BairesDev,17 mayo
Data Scientist Architect,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-data-scientist-architect-en-montevideo-66820CDA7F243E3F,BairesDev,17 mayo
Data Scientist SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-data-scientist-ssr-o-sr-en-salto-EA247805BBA18B2B,BairesDev,17 mayo
C++ Technical Project Manager,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-c-technical-project-manager-en-montevideo-3878657FFD8F75D3,BairesDev,17 mayo
C++ Tech Lead,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-c-tech-lead-en-salto-C5CAC97588B1A3E9,BairesDev,17 mayo
C++ Architect,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-c-architect-en-montevideo-FB25D9BFF4802B2A,BairesDev,17 mayo
C++ SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-c-ssr-o-sr-en-salto-B614D9C723275E46,BairesDev,17 mayo
Big Data Technical Project Manager,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-big-data-technical-project-manager-en-montevideo-ED74C20385C832BA,BairesDev,17 mayo
Big Data Tech Lead,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-big-data-tech-lead-en-salto-D2FF5D7AFFC7FABA,BairesDev,17 mayo
Big Data Architect,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-big-data-architect-en-montevideo-AEF2A6AC865B8766,BairesDev,17 mayo
Big Data SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-big-data-ssr-o-sr-en-salto-F6741FBA37A1070E,BairesDev,17 mayo
Angular Technical Project Manager,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-angular-technical-project-manager-en-montevideo-D037582AF89BE655,BairesDev,17 mayo
Angular Tech Lead,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-angular-tech-lead-en-salto-775843B05E1C7DF9,BairesDev,17 mayo
Angular Architect,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-angular-architect-en-montevideo-383A9C6263AD447A,BairesDev,17 mayo
Angular SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-angular-ssr-o-sr-en-salto-A266BD3E39792238,BairesDev,17 mayo
"Angular 2,4 o 5 SSR o SR",https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-angular-24-o-5-ssr-o-sr-en-montevideo-65335769860C256E,BairesDev,17 mayo
Android Technical Project Manager,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-android-technical-project-manager-en-montevideo-27A615DD3896E237,BairesDev,17 mayo
Android Tech Lead,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-android-tech-lead-en-salto-3C38E19303A63BE7,BairesDev,17 mayo
Android Architect,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-android-architect-en-montevideo-9A7215903A273BDC,BairesDev,17 mayo
Android SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-android-ssr-o-sr-en-salto-A492E0A3B0F3C887,BairesDev,17 mayo
Analista Funcional SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-analista-funcional-ssr-o-sr-en-salto-41E0EC26ADC51B9B,BairesDev,17 mayo
Adobe Expirience Manager SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-adobe-expirience-manager-ssr-o-sr-en-salto-8DF6EE470B43A5E3,BairesDev,17 mayo
.Net Technical Project Manager,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-net-technical-project-manager-en-montevideo-58CEF4B47E9270A2,BairesDev,17 mayo
.Net Tech Lead,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-net-tech-lead-en-salto-F3D51AA1BDB4CEE4,BairesDev,17 mayo
.Net Architect,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-net-architect-en-montevideo-A3B0923DCB255C15,BairesDev,17 mayo
.Net SSR o SR,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-net-ssr-o-sr-en-salto-6506EEA2BBE79D5E,BairesDev,17 mayo
Analista de Sistemas,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-sistemas-en-montevideo-18CBD352C3262AA1,S&D;,17 mayo
Programador JR.,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-programador-jr-en-montevideo-E110551DE2EF6B7C,Manpower Group,17 mayo
Administradores de Base de Datos Oracle,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-administradores-de-base-de-datos-oracle-en-montevideo-013AECD23BE67F3E,S&D;,17 mayo
Administrador de Servidores,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-administrador-de-servidores-en-montevideo-B9E9BEC53E9EBF06,S&D;,17 mayo
Programador,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-programador-en-montevideo-309D7D5E65980E68,Top Systems,17 mayo
Arquitecto de software,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-arquitecto-de-software-en-montevideo-E4989C91CFAE5EF0,Búsquedas IT,17 mayo
Chofer Técnico PC -  zafral,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-chofer-tecnico-pc--zafral-en-montevideo-3FEAAD08CDA16FCB,INNOVARH,17 mayo
MercadoLibre Representante de Atención al Cliente - Part Time Vespertino,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-mercadolibre-representante-de-atencion-al-cliente-part-time-vespertino-en-montevideo-105B28CD1BCC597F,Manpower Group,17 mayo
Representantes de Prevención de Fraude - Mercado Libre,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-representantes-de-prevencion-de-fraude-mercado-libre-en-montevideo-3028560E46605937,Manpower Group,17 mayo
Desarrollador Genexus Semi Senior  - Empresa tecnológica del rubro financiero,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-genexus-semi-senior--empresa-tecnologica-del-rubro-financiero-en-montevideo-0950B5D9782622D7,DCA Contadores y Asociados,17 mayo
Full Stack Developer,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-full-stack-developer-en-montevideo-BA2A0E6CCEE5BCD0,Búsquedas IT,17 mayo
Programadores Mobile,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-programadores-mobile-en-montevideo-9DC5136704B313FF,Búsquedas IT,17 mayo
Programador web,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-programador-web-en-montevideo-5A84F5655B6CD384,Altimetrik,17 mayo
Administrador Linux Senior,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-administrador-linux-senior-en-montevideo-D4AF5E7CAE792564,Geocom Uruguay,16 mayo
Soportes técnicos - 6 u 8 horas de lunes a viernes sabado guardia ,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-soportes-tecnicos-6-u-8-horas-de-lunes-a-viernes-sabado-guardia--en-montevideo-80B6B893742AC16B,NETSolutions,16 mayo
Full Stack Developer,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-full-stack-developer-en-montevideo-E631464D8F1D30E0,Moove-it,16 mayo
Desarrollador Java Full Stack,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-java-full-stack-en-montevideo-7ED5F0B2C6B52936,imparIT,16 mayo
Desarrollador .NET Semi Senior ,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-semi-senior--en-montevideo-AC45325D20D0A34F,ITSystems,16 mayo
Desarrollador .NET Senior ,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-senior--en-montevideo-CE3CA58EF5745F65,ITSystems,16 mayo
Representantes de Prevención de Fraude - Mercado Libre,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-representantes-de-prevencion-de-fraude-mercado-libre-en-montevideo-59A6A417B6C77359,Manpower Group,15 mayo
MercadoLibre Representante de Atención al Cliente - Part Time Vespertino,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-mercadolibre-representante-de-atencion-al-cliente-part-time-vespertino-en-montevideo-B65C68C71D7E91F1,Manpower Group,15 mayo
Analistas - Business Analytics,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-analistas-business-analytics-en-montevideo-564A8FDD1D639CCC,Quanam,15 mayo
Administrador Microsoft,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-administrador-microsoft-en-montevideo-C8DA54804A766CD7,Atos,15 mayo
Ingeniero de Testeo de Software - Mercado Libre,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-testeo-de-software-mercado-libre-en-montevideo-119C6785BA673A52,Manpower Group,15 mayo
Analista de Transformación Digital,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-transformacion-digital-en-montevideo-020682A9741C73E6,Tgestiona,15 mayo
Programador  - .NET,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-programador--net-en-montevideo-F0753F78CF0AF6D6,randstad,15 mayo
Ingeniero DevOps - Microinformática - Mercado Libre,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-devops-microinformatica-mercado-libre-en-montevideo-FAD3A8FA5092CBE3,Manpower Group,15 mayo
Ingeniero de Núcleo de Red,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-nucleo-de-red-en-montevideo-FE9B420FB846D151,Tgestiona,15 mayo
Senior .Net Develper - Excellent English Skills,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-senior-net-develper-excellent-english-skills-en-montevideo-2CE553AC2B8B048C,Tata Consultancy Services,15 mayo
IT Support Analyst  - Corporate,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-it-support-analyst--corporate-en-montevideo-B1FBB56F7C708961,The Hackett Group UY,14 mayo
Magento 2 Technical Leader,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-magento-2-technical-leader-en-montevideo-704CD3EF6D172EE4,Vitae Consultores,14 mayo
Desarrolladores Java y Mobile ,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-desarrolladores-java-y-mobile--en-montevideo-8025930A06E361FF,BANCA DE CUBIERTA COLECTIVA DE QUINIELAS DE M,14 mayo
Analita de Soporte con Inglés - Ref 224/18,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-analita-de-soporte-con-ingles-ref-22418-en-montevideo-5858F64121867357,Ecosistemas,14 mayo
Analista Desarrollador SSr,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-analista-desarrollador-ssr-en-montevideo-4DADD2C49543FE83,Manpower Group,14 mayo
Administrador de Base de Datos - Postegre SQL ,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-administrador-de-base-de-datos-postegre-sql--en-montevideo-70DC375C64E1E62F,Aglh,14 mayo
Programador para Implementación y Soporte técnico (Ref. 2602) - Para reconocida empresa de Software,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-programador-para-implementacion-y-soporte-tecnico-ref-2602-para-reconocida-empresa-de-software-en-montevideo-6AB38C94F260D12D,Aegis Consultora Organizacional,14 mayo
QA Tester,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-qa-tester-en-montevideo-19524A39C3A2E7F7,"Nicolas, Taurisano",14 mayo
Soporte y Atención al Cliente en Cyber Café,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-soporte-y-atencion-al-cliente-en-cyber-cafe-en-montevideo-4995667998B80C35,Cyber,14 mayo
Desarrollador JAVA C y C++,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-java-c-y-c-en-montevideo-EB5D201820B4FC9E,Cim & Asociados,14 mayo
Técnicos instaladores,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-tecnicos-instaladores-en-montevideo-0C9B6386F9DE4F40,randstad,14 mayo
Desarrollador de sistemas  - alto nivel de ingles,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-de-sistemas--alto-nivel-de-ingles-en-maldonado-28CAE3581EFE648E,Altimetrik,11 mayo
Technical Support Representative - Weekend,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-technical-support-representative-weekend-en-montevideo-74220CDC5BE47AD2,Synapsis,11 mayo
Desarrollador Web o Mobile - Inglés Avanzado,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-web-o-mobile-ingles-avanzado-en-montevideo-1E8DA5DAF3D17EB2,Recurso Capital,11 mayo
MercadoLibre Representante de Atención al Cliente - Part Time Vespertino,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-mercadolibre-representante-de-atencion-al-cliente-part-time-vespertino-en-montevideo-C4F7B07596FDCAE7,Manpower Group,10 mayo
Representantes de Prevención de Fraude - Mercado Libre,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-representantes-de-prevencion-de-fraude-mercado-libre-en-montevideo-28CC81C906517EDC,Manpower Group,10 mayo
Técnico Helpdesk  - Para empresa ubicada en Ruta 1 y camino Tomkinson,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-helpdesk--para-empresa-ubicada-en-ruta-1-y-camino-tomkinson-en-montevideo-0087686433CD603C,Manpower Group,10 mayo
Tester de Software,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-tester-de-software-en-montevideo-7AF68789DD9F9546,Geocom Uruguay,9 mayo
Frontend .Net Engineer - Angular,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-frontend-net-engineer-angular-en-montevideo-0B8BF53C34FF0B9C,Applica,9 mayo
Mercado Libre - Representantes de Customer Experience  - (Part-Time Vespertino),https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-mercado-libre-representantes-de-customer-experience--parttime-vespertino-en-montevideo-7D0F605E6F637E02,Manpower Group,9 mayo
Desarrolador de software - Ingles avanzado,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-desarrolador-de-software-ingles-avanzado-en-montevideo-49D72229ACD95290,Applica,9 mayo
Analista Desarrollador SSr (2 años de experiencia)  - experiencia  en Análisis de Procesos y desarrollo con tecnología Java.,https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-analista-desarrollador-ssr-2-anos-de-experiencia--experiencia-en-analisis-de-procesos-y-desarrollo-con-tecnologia-java-en-montevideo-2162FBAC795E3BA8,Valentin Barros,9 mayo
